Model,Epoch,Validation Loss,Validation Accuracy
LSTM,1,1.3873,25.0
LSTM,2,1.3864,25.0
LSTM,3,1.3864,25.0
LSTM,4,1.3866,25.0
LSTM,5,1.3863,25.0
LSTM,6,1.3863,25.0
LSTM,7,1.3863,25.0
LSTM,8,1.3862,22.5
LSTM,9,1.3863,25.0
LSTM,10,1.3863,25.0
LSTM,11,1.3864,25.0
LSTM,12,1.3863,25.0
LSTM,13,1.3863,25.0
LSTM,14,1.3863,25.0
LSTM,15,1.3863,27.5
LSTM,16,1.3863,25.0
LSTM,17,1.3863,25.0
LSTM,18,1.3863,25.0
Mamba,1,1.3896,25.0
Mamba,2,1.3887,25.16
Mamba,3,1.3882,24.84
Mamba,4,1.3877,25.62
Mamba,5,1.3873,25.31
Mamba,6,1.3871,25.31
Mamba,7,1.387,25.47
Mamba,8,1.3868,25.16
Mamba,9,1.3867,24.69
Mamba,10,1.3867,25.16
Mamba,11,1.3866,25.31
Mamba,12,1.3865,25.16
Mamba,13,1.3866,24.69
Mamba,14,1.3865,25.31
Mamba,15,1.3864,25.16
Mamba,16,1.3864,25.16
Mamba,17,1.3864,25.16
Mamba,18,1.3864,25.16
Mamba,19,1.3864,25.31
Mamba,20,1.3864,25.0
Mamba,21,1.3864,25.62
Mamba,22,1.3864,25.31
Mamba,23,1.3864,25.16
Mamba,24,1.3864,24.84
Mamba,25,1.3864,24.84
Mamba,26,1.3864,25.16
Mamba,27,1.3864,24.69
Mamba,28,1.3864,25.0
Mamba,29,1.3864,25.31
Mamba,30,1.3864,24.69
Mamba,31,1.3864,24.69
Mamba,32,1.3864,25.16
Mamba,33,1.3864,24.53
Mamba,34,1.3864,24.84
Mamba,35,1.3864,25.16
Mamba,36,1.3864,24.69
Mamba,37,1.3864,24.69
Mamba,38,1.3864,24.69
Mamba,39,1.3864,24.53
Mamba,40,1.3864,25.0
Mamba,41,1.3864,24.53
Mamba,42,1.3864,24.69
Transformer,1,1.4006,25.47
Transformer,2,1.3991,25.31
Transformer,3,1.3964,25.0
Transformer,4,1.4047,25.62
Transformer,5,1.3879,25.47
Transformer,6,1.4037,25.0
Transformer,7,1.3907,24.84
Transformer,8,1.388,25.0
Transformer,9,1.3872,25.0
Transformer,10,1.3884,25.0
Transformer,11,1.3874,25.0
Transformer,12,1.3885,25.0
Transformer,13,1.3919,25.0
Transformer,14,1.3878,25.0
Transformer,15,1.3947,25.0
Transformer,16,1.3866,24.84
Transformer,17,1.3873,24.84
Transformer,18,1.3868,24.84
Transformer,19,1.3875,25.0
Transformer,20,1.3872,25.0
Transformer,21,1.3877,25.0
Transformer,22,1.3872,25.0
Transformer,23,1.3865,25.0
Transformer,24,1.3867,25.16
Transformer,25,1.3864,25.31
Transformer,26,1.3864,25.0
Transformer,27,1.3863,25.31
Transformer,28,1.3864,24.84
Transformer,29,1.3864,25.0
Transformer,30,1.3863,24.84
Transformer,31,1.3863,24.69
Transformer,32,1.3864,25.0
Transformer,33,1.3864,25.78
Transformer,34,1.3864,25.16
Transformer,35,1.3864,25.0
Transformer,36,1.3863,24.69
Transformer,37,1.3863,24.69
Transformer,38,1.3863,24.53
Transformer,39,1.3863,24.53
Transformer,40,1.3863,25.0
Transformer,41,1.3863,25.16
Transformer,42,1.3863,25.0
Transformer,43,1.3863,25.16
Transformer,44,1.3863,25.0
Transformer,45,1.3863,25.47
Transformer,46,1.3863,25.0
Transformer,47,1.3863,25.31
Transformer,48,1.3863,24.69
Transformer,49,1.3863,25.47
Transformer,50,1.3863,24.84
Transformer,51,1.3863,24.84
Transformer,52,1.3863,25.16
Transformer,53,1.3863,25.16
Transformer,54,1.3863,25.31
Transformer,55,1.3863,25.62
Transformer,56,1.3863,24.84
Transformer,57,1.3863,25.31
Transformer,58,1.3863,24.84
Transformer,59,1.3863,25.31
Transformer,60,1.3863,25.0
Transformer,61,1.3863,24.69
Transformer,62,1.3863,24.84
Transformer,63,1.3863,24.84
Transformer,64,1.3863,24.53
Transformer,65,1.3863,24.69
Transformer,66,1.3863,24.69
Transformer,67,1.3863,25.16
MLP,1,0.2611,25.0
MLP,2,0.2649,25.0
MLP,3,0.2685,24.53
MLP,4,0.2716,24.53
MLP,5,0.2742,25.16
MLP,6,0.2757,25.47
MLP,7,0.2766,25.78
MLP,8,0.2782,25.94
MLP,9,0.2777,25.94
MLP,10,0.2779,25.78
MLP,11,0.2778,26.56
MLP,12,0.2787,25.31
MLP,13,0.2779,25.78
MLP,14,0.2779,25.78
MLP,15,0.2772,25.62
MLP,16,0.2773,25.62
MLP,17,0.2775,26.25
MLP,18,0.2768,25.62
MLP,19,0.2768,26.09
MLP,20,0.2778,25.78
MLP,21,0.2782,25.47
MLP,22,0.2771,26.25
MLP,23,0.2769,25.31
MLP,24,0.277,25.62
MLP,25,0.2766,25.47
MLP,26,0.2762,25.47
MLP,27,0.2765,26.41
MLP,28,0.2766,26.09
MLP,29,0.2769,25.0
MLP,30,0.2768,26.09
MLP,31,0.2764,26.25
MLP,32,0.2763,25.47
MLP,33,0.2764,26.41
MLP,34,0.2768,25.16
MLP,35,0.2772,26.25
MLP,36,0.2779,26.09
MLP,37,0.2772,25.78
MLP,38,0.2768,25.0
MLP,39,0.2766,25.31
MLP,40,0.2773,25.62
MLP,41,0.2769,25.31
MLP,42,0.2766,25.31
MLP,43,0.2768,26.09
MLP,44,0.277,25.47
MLP,45,0.2772,25.31
MLP,46,0.2769,25.31
MLP,47,0.2771,25.78
MLP,48,0.2773,25.78
MLP,49,0.2773,25.62
MLP,50,0.277,25.0
MLP,51,0.2762,25.47
MLP,52,0.2764,25.47
MLP,53,0.2765,25.62
MLP,54,0.2767,25.31
MLP,55,0.277,25.31
MLP,56,0.2769,25.16
MLP,57,0.2772,25.31
MLP,58,0.2773,25.47
MLP,59,0.2773,25.31
MLP,60,0.2772,25.31
MLP,61,0.2773,25.47
MLP,62,0.2772,25.78
MLP,63,0.2773,25.94
MLP,64,0.2771,25.62
MLP,65,0.2771,25.94
MLP,66,0.2773,25.94
MLP,67,0.2771,25.47
MLP,68,0.2772,25.47
MLP,69,0.2772,25.31
MLP,70,0.2771,25.47
MLP,71,0.277,25.94
MLP,72,0.2769,26.09
MLP,73,0.2767,25.78
MLP,74,0.2768,25.94
MLP,75,0.2769,26.09
MLP,76,0.2769,25.31
MLP,77,0.2768,25.62
MLP,78,0.2768,25.62
MLP,79,0.2768,25.62
MLP,80,0.2769,25.78
MLP,81,0.2769,25.78
MLP,82,0.2769,25.94
MLP,83,0.2768,25.94
MLP,84,0.2768,25.78
MLP,85,0.2768,25.78
MLP,86,0.2768,25.47
MLP,87,0.2769,25.62
MLP,88,0.2769,25.94
MLP,89,0.2769,25.94
MLP,90,0.2769,25.94
MLP,91,0.2769,25.94
MLP,92,0.2769,25.94
MLP,93,0.2768,25.78
MLP,94,0.2768,25.94
MLP,95,0.2768,25.94
MLP,96,0.2768,25.94
MLP,97,0.2768,25.94
MLP,98,0.2768,25.94
MLP,99,0.2768,25.94
MLP,100,0.2768,25.94
